int_rate,dti_log,annual_inc,revol_util,installment,revol_bal,loan_amnt,total_acc,debt_settlement_flag_Y,open_acc,fico_range_low,fico_range_high,mort_acc,inq_last_6mths,term_ 60 months,delinq_2yrs
14.074449462539054,1.8901442850421626,50000.0,53.93740106224914,282.2176182356539,6129.185812873718,8247.432514948689,13.432768413654507,False,7.669930988397951,670.7212806894241,674.7212806894241,0.0,0.6185812873717214,False,0.0
7.62,2.6282852326333477,37670.0,33.1,299.15,4870.0,9600.0,11.0,False,7.0,745.0,749.0,1.0,1.0,False,0.0
14.16,2.9871959425317045,48000.0,44.1,373.63,13987.0,16000.0,25.0,False,9.0,715.0,719.0,1.0,1.0,True,0.0
7.62,2.996232148595642,68361.84,70.4,685.55,24570.0,22000.0,19.0,False,11.0,730.0,734.0,3.0,0.0,False,0.0
9.67,3.4265401893339504,47500.0,36.4,330.76,5285.0,10300.0,26.0,False,16.0,670.0,674.0,1.0,0.0,False,0.0
21.759991803530912,3.1425296686211293,100000.0,84.51289905150936,1111.7518717814282,37343.616652304074,34691.029119918305,28.172260569094384,True,10.291872303517003,679.4019413278869,683.4019413278869,0.4114840379396255,0.4114840379396255,True,0.0
9.786880918409372,2.031097679467289,171926.66728387726,31.874131531078383,879.6069681193227,18200.808191829055,27312.00074065272,49.26667283877265,True,10.063997778041845,738.1200074065272,742.1200074065272,7.936002221958155,2.7706669135509063,False,4.082667654203624
11.49,2.7232671669070703,35000.0,26.5,87.96,5305.0,4000.0,15.0,False,3.0,750.0,754.0,1.0,1.0,True,0.0
7.62,3.2805352052549286,54000.0,47.4,623.23,32532.0,20000.0,25.0,False,14.0,725.0,729.0,3.0,0.0,False,0.0
6.03,2.880882431875049,163000.0,51.1,608.72,30228.0,20000.0,26.0,False,12.0,735.0,739.0,2.0,0.0,False,0.0
9.67,2.3194422100604686,92000.0,32.1,353.24,7520.0,11000.0,33.0,False,16.0,690.0,694.0,0.0,0.0,False,1.0
7.62,2.325324579963535,70000.0,47.5,274.22,11819.0,8800.0,17.0,False,6.0,725.0,729.0,0.0,0.0,False,0.0
14.99,3.3703944725071104,130000.0,63.8,832.47,10403.0,35000.0,21.0,False,10.0,680.0,684.0,0.0,0.0,True,0.0
15.078980586940254,3.2546470055294527,35122.073428289594,66.80809890708174,347.05593964884605,11724.424616894845,10000.0,23.81187929769214,False,19.422246439140125,663.47408214638,667.47408214638,0.3051835707239917,0.6103671414479834,False,0.0
14.33,3.064791809485486,30000.0,23.4,356.26,6777.0,10375.0,20.0,False,19.0,695.0,699.0,0.0,0.0,False,0.0
7.89,2.316487998163037,66000.0,65.4,469.29,28109.0,15000.0,24.0,False,7.0,660.0,664.0,2.0,0.0,False,1.0
19.19,2.9258461460898246,130000.0,97.8,651.14,25623.0,25000.0,17.0,False,9.0,670.0,674.0,0.0,0.0,True,0.0
11.99,1.9080599249242156,82000.0,46.4,581.17,5527.0,17500.0,16.0,False,10.0,690.0,694.0,1.0,0.0,False,0.0
15.529688957558612,3.346872450220858,75000.0,34.120919244088505,418.6724138073666,8852.876849638238,16000.0,34.53856365147534,False,16.674611196948263,701.4796434089532,705.4796434089532,1.9467062878940977,1.621317484842361,True,0.5680237727364585
12.29,3.0638581026015914,31250.0,99.3,300.18,7249.0,9000.0,7.0,False,5.0,685.0,689.0,0.0,0.0,False,0.0
17.69528496548033,3.505770485058757,65000.0,62.46732959558726,365.80919619190837,26379.45072541542,10167.375624789594,40.037105228447906,False,20.966516277503963,679.31221802032,683.31221802032,2.241629069375991,0.758370930624009,False,0.0
9.2266804139466,2.8223077543310615,55000.0,43.35276024752807,319.39866876403613,7934.685902003975,10000.0,19.27690269155279,True,16.10761076621116,720.7174051080744,724.7174051080744,0.9641297445962804,0.0,False,0.0
16.925976502121333,2.962764249364934,50180.13925141206,51.10392080155651,316.5974495229574,6836.002567408053,8890.069625706032,27.34408181498731,False,11.198607485879368,671.7552219279523,675.7552219279523,2.0993037429396835,1.5496518714698417,False,0.0
11.67,2.6093342281630525,80000.0,41.7,330.57,6308.0,10000.0,17.0,False,9.0,700.0,704.0,0.0,1.0,False,0.0
11.48,2.1353491736181316,150000.0,21.6,989.0,10410.0,30000.0,22.0,False,13.0,715.0,719.0,0.0,3.0,False,0.0
24.99,2.2935443483418965,110000.0,18.2,328.67,15685.0,11200.0,31.0,False,19.0,710.0,714.0,1.0,4.0,True,0.0
16.29,2.7781979610042917,50000.0,63.0,489.45,33340.0,20000.0,20.0,False,7.0,675.0,679.0,3.0,0.0,True,1.0
14.42,2.013568797529128,50000.0,98.8,34.39,6519.0,1000.0,24.0,False,6.0,690.0,694.0,1.0,1.0,False,0.0
22.776246691270426,3.7858480623356536,40706.36203323278,62.74828827764208,249.5964531142078,16584.39964731121,6441.476270770484,36.46003526887896,False,22.880913900301678,695.3181016616387,699.3181016616387,0.7063620332327746,0.2936379667672254,False,0.0
8.662585819027052,3.329162541799351,40000.0,31.1674256113648,152.99047601439474,2974.1421039208058,4834.0732273783815,25.637070904864743,False,8.807437041756648,729.8890158932428,733.8890158932428,0.8296338631080926,1.0,False,1.0
12.192369724605847,2.8426628176951296,70557.30177779868,50.534769334148706,666.7262648104272,11252.159810218815,20000.0,28.869680444214467,False,12.098887555409206,677.7865088889935,681.7865088889935,2.0,2.1146035555973697,False,1.3280946666039455
20.49,3.2461018111217923,56000.0,50.0,350.66,8469.0,13100.0,15.0,False,9.0,660.0,664.0,1.0,1.0,True,1.0
10.15,3.070375816549757,65565.0,62.2,447.74,36713.0,21000.0,35.0,False,17.0,675.0,679.0,2.0,0.0,True,0.0
10.15,3.3509561652254085,38000.0,32.4,323.38,11281.0,10000.0,19.0,False,10.0,720.0,724.0,0.0,0.0,False,0.0
22.014362105271125,2.2899751699555626,82376.913251509,76.88354441448149,846.0747565550867,7867.202766800663,30643.112294567585,19.553571042252127,False,6.75382650301801,683.6160723943697,687.6160723943697,1.0,1.2461734969819909,True,0.0
16.17607370483889,2.974280973738183,28383.14701589454,92.97050179559514,126.27738753159915,5766.714265840295,5000.0,20.45940433438211,False,8.770297832808945,684.2343261093631,688.2343261093631,1.076567389063685,1.8468652218726298,True,0.0765673890636851
21.457247765459083,3.003270999781283,55000.0,66.84280436008555,167.03001671113407,5040.663866190559,4518.841890622295,12.417541815450427,True,10.582458184549573,661.2526254463513,665.2526254463513,1.8329832738198293,0.16701672618017072,True,0.0
17.86,2.448415541205585,93000.0,77.0,683.57,14713.0,27000.0,19.0,False,6.0,660.0,664.0,0.0,0.0,True,0.0
8.18,3.2445435716167785,35000.0,77.6,94.26,6515.0,3000.0,19.0,False,8.0,660.0,664.0,0.0,1.0,False,1.0
6.03,3.0610517396746335,44000.0,82.3,395.67,12424.0,13000.0,13.0,False,5.0,730.0,734.0,2.0,0.0,False,0.0
12.99,1.951608170169951,110000.0,7.7,227.48,747.0,10000.0,31.0,False,10.0,695.0,699.0,3.0,2.0,True,1.0
16.89,2.9922261342247034,85399.0,82.8,961.15,27493.0,27000.0,15.0,False,7.0,685.0,689.0,1.0,2.0,False,0.0
16.92280066940264,2.5844470527019223,92000.0,81.14129442173993,713.1194499919865,10061.672969249646,20000.0,27.61855673466588,False,9.936426122444313,668.2273768707405,672.2273768707405,4.581901496592417,0.7090492517037912,False,1.2909507482962088
15.22,3.34603697048488,19000.0,9.1,191.26,501.0,5500.0,9.0,False,4.0,690.0,694.0,2.0,1.0,False,0.0
14.65,3.44265917146975,45000.0,53.2,424.92,16372.0,18000.0,40.0,False,16.0,710.0,714.0,0.0,0.0,True,0.0
11.121601234794236,1.6497271728473295,51000.0,69.91526089220324,153.6234776442187,4518.970472973763,4672.515610435299,12.362578052176497,False,4.8187109739117515,685.4677743477938,689.4677743477938,0.8187109739117516,1.3625780521764967,False,0.5438670782647451
14.370565369576742,3.6058802477703833,45000.0,38.67058448681586,191.14020910617447,2972.63627405015,5556.369112914538,29.441232697762107,False,9.0,738.7261774170925,742.7261774170925,0.0,0.2843074780264324,False,0.0
16.78,3.033028058297688,65556.0,67.8,355.44,10173.0,10000.0,31.0,False,11.0,680.0,684.0,5.0,3.0,False,0.0
9.17,3.2538567937634464,95000.0,48.3,637.58,22008.0,20000.0,45.0,False,27.0,665.0,669.0,1.0,1.0,False,2.0
20.793825964933394,3.182127813521938,40000.0,78.29351494398392,460.15572656970556,29350.408211374022,17037.329740015066,23.681744240140628,False,10.681744240140628,674.2534051996987,678.2534051996987,0.0,0.0,True,0.6168936799799105
18.64156538895511,2.882712411923465,105652.60898159185,85.37305148457179,305.07631384764863,44621.829888197586,8368.477546020375,40.65260898159185,False,14.6947820368163,685.4217305522445,689.4217305522445,4.0843461104489,1.34739101840815,False,0.0
9.179489586959646,1.9809487983714464,150000.0,23.887930905203035,526.9499659758302,5844.762198809751,17611.687530513005,15.688968460126445,False,9.194156234743497,748.6428141782153,752.6428141782153,0.38831246948699416,2.4175312957695088,True,0.19415623474349708
